1,0.89052,1,2.1229
2,0.85789,0.87555,1.167
3,0.59582,0.6123,0.79879
4,0.81014,0.81927,0.89641
5,0.77464,0.78208,0.83371
6,0.55145,0.5595,0.60987
7,0.68724,0.69334,0.72304
8,0.6457,0.65101,0.67521
9,0.29393,0.29824,0.34024
10,0.54892,0.55295,0.57117
